['Indira Gandhi International Airport (DEL)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Mangalore International Airport (IXE)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Mangalore International Airport (IXE)', 'Air India']
['Trivandrum International Airport (TRV)', 'Mangalore International Airport (IXE)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Mangalore International Airport (IXE)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Mangalore International Airport (IXE)', 'Go First']
['Trivandrum International Airport (TRV)', 'Biju Patnaik International Airport (BBI)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Biju Patnaik International Airport (BBI)', 'Air India']
['Trivandrum International Airport (TRV)', 'Biju Patnaik International Airport (BBI)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Biju Patnaik International Airport (BBI)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Biju Patnaik International Airport (BBI)', 'Go First']
['Trivandrum International Airport (TRV)', 'Surat Airport (STV)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Surat Airport (STV)', 'Air India']
['Trivandrum International Airport (TRV)', 'Surat Airport (STV)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Surat Airport (STV)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Surat Airport (STV)', 'Go First']
['Trivandrum International Airport (TRV)', 'Visakhapatnam Airport (VTZ)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Visakhapatnam Airport (VTZ)', 'Air India']
['Trivandrum International Airport (TRV)', 'Visakhapatnam Airport (VTZ)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Visakhapatnam Airport (VTZ)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Visakhapatnam Airport (VTZ)', 'Go First']
['Trivandrum International Airport (TRV)', 'Bagdogra Airport (IXB)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Bagdogra Airport (IXB)', 'Air India']
['Trivandrum International Airport (TRV)', 'Bagdogra Airport (IXB)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Bagdogra Airport (IXB)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Bagdogra Airport (IXB)', 'Go First']
['Trivandrum International Airport (TRV)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Air India']
['Trivandrum International Airport (TRV)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Go First']
['Trivandrum International Airport (TRV)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'IndiGo']
['Trivandrum International Airport (TRV)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Air India']
['Trivandrum International Airport (TRV)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Vistara']
['Trivandrum International Airport (TRV)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'SpiceJet']
['Trivandrum International Airport (TRV)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Go First']
['Surat Airport (STV)', 'Indira Gandhi International Airport (DEL)', 'IndiGo']
['Surat Airport (STV)', 'Indira Gandhi International Airport (DEL)', 'Air India']
['Surat Airport (STV)', 'Indira Gandhi International Airport (DEL)', 'Vistara']
['Surat Airport (STV)', 'Indira Gandhi International Airport (DEL)', 'SpiceJet']
['Surat Airport (STV)', 'Indira Gandhi International Airport (DEL)', 'Go First']
['Surat Airport (STV)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Surat Airport (STV)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Air India']
['Surat Airport (STV)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Vistara']
['Surat Airport (STV)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'SpiceJet']
['Surat Airport (STV)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Go First']
['Surat Airport (STV)', 'Kempegowda International Airport (BLR)', 'IndiGo']
['Surat Airport (STV)', 'Kempegowda International Airport (BLR)', 'Air India']
['Surat Airport (STV)', 'Kempegowda International Airport (BLR)', 'Vistara']
['Surat Airport (STV)', 'Kempegowda International Airport (BLR)', 'SpiceJet']
['Surat Airport (STV)', 'Kempegowda International Airport (BLR)', 'Go First']
['Surat Airport (STV)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'IndiGo']
['Surat Airport (STV)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Air India']
['Surat Airport (STV)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Vistara']
['Surat Airport (STV)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'SpiceJet']
['Surat Airport (STV)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Go First']
['Surat Airport (STV)', 'Rajiv Gandhi International Airport (HYD)', 'IndiGo']
['Surat Airport (STV)', 'Rajiv Gandhi International Airport (HYD)', 'Air India']
['Surat Airport (STV)', 'Rajiv Gandhi International Airport (HYD)', 'Vistara']
['Surat Airport (STV)', 'Rajiv Gandhi International Airport (HYD)', 'SpiceJet']
['Surat Airport (STV)', 'Rajiv Gandhi International Airport (HYD)', 'Go First']
['Surat Airport (STV)', 'Chennai International Airport (MAA)', 'IndiGo']
['Surat Airport (STV)', 'Chennai International Airport (MAA)', 'Air India']
['Surat Airport (STV)', 'Chennai International Airport (MAA)', 'Vistara']
['Surat Airport (STV)', 'Chennai International Airport (MAA)', 'SpiceJet']
['Surat Airport (STV)', 'Chennai International Airport (MAA)', 'Go First']
['Surat Airport (STV)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'IndiGo']
['Surat Airport (STV)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Air India']
['Surat Airport (STV)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Vistara']
['Surat Airport (STV)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'SpiceJet']
['Surat Airport (STV)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Go First']
['Surat Airport (STV)', 'Pune Airport (PNQ)', 'IndiGo']
['Surat Airport (STV)', 'Pune Airport (PNQ)', 'Air India']
['Surat Airport (STV)', 'Pune Airport (PNQ)', 'Vistara']
['Surat Airport (STV)', 'Pune Airport (PNQ)', 'SpiceJet']
['Surat Airport (STV)', 'Pune Airport (PNQ)', 'Go First']
['Surat Airport (STV)', 'Goa International Airport (GOI)', 'IndiGo']
['Surat Airport (STV)', 'Goa International Airport (GOI)', 'Air India']
['Surat Airport (STV)', 'Goa International Airport (GOI)', 'Vistara']
['Surat Airport (STV)', 'Goa International Airport (GOI)', 'SpiceJet']
['Surat Airport (STV)', 'Goa International Airport (GOI)', 'Go First']
['Surat Airport (STV)', 'Jaipur International Airport (JAI)', 'IndiGo']
['Surat Airport (STV)', 'Jaipur International Airport (JAI)', 'Air India']
['Surat Airport (STV)', 'Jaipur International Airport (JAI)', 'Vistara']
['Surat Airport (STV)', 'Jaipur International Airport (JAI)', 'SpiceJet']
['Surat Airport (STV)', 'Jaipur International Airport (JAI)', 'Go First']
['Surat Airport (STV)', 'Cochin International Airport (COK)', 'IndiGo']
['Surat Airport (STV)', 'Cochin International Airport (COK)', 'Air India']
['Surat Airport (STV)', 'Cochin International Airport (COK)', 'Vistara']
['Surat Airport (STV)', 'Cochin International Airport (COK)', 'SpiceJet']
['Surat Airport (STV)', 'Cochin International Airport (COK)', 'Go First']
['Surat Airport (STV)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'IndiGo']
['Surat Airport (STV)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Air India']
['Surat Airport (STV)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Vistara']
['Surat Airport (STV)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'SpiceJet']
['Surat Airport (STV)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Go First']
['Surat Airport (STV)', 'Mangalore International Airport (IXE)', 'IndiGo']
['Surat Airport (STV)', 'Mangalore International Airport (IXE)', 'Air India']
['Surat Airport (STV)', 'Mangalore International Airport (IXE)', 'Vistara']
['Surat Airport (STV)', 'Mangalore International Airport (IXE)', 'SpiceJet']
['Surat Airport (STV)', 'Mangalore International Airport (IXE)', 'Go First']
['Surat Airport (STV)', 'Biju Patnaik International Airport (BBI)', 'IndiGo']
['Surat Airport (STV)', 'Biju Patnaik International Airport (BBI)', 'Air India']
['Surat Airport (STV)', 'Biju Patnaik International Airport (BBI)', 'Vistara']
['Surat Airport (STV)', 'Biju Patnaik International Airport (BBI)', 'SpiceJet']
['Surat Airport (STV)', 'Biju Patnaik International Airport (BBI)', 'Go First']
['Surat Airport (STV)', 'Trivandrum International Airport (TRV)', 'IndiGo']
['Surat Airport (STV)', 'Trivandrum International Airport (TRV)', 'Air India']
['Surat Airport (STV)', 'Trivandrum International Airport (TRV)', 'Vistara']
['Surat Airport (STV)', 'Trivandrum International Airport (TRV)', 'SpiceJet']
['Surat Airport (STV)', 'Trivandrum International Airport (TRV)', 'Go First']
['Surat Airport (STV)', 'Visakhapatnam Airport (VTZ)', 'IndiGo']
['Surat Airport (STV)', 'Visakhapatnam Airport (VTZ)', 'Air India']
['Surat Airport (STV)', 'Visakhapatnam Airport (VTZ)', 'Vistara']
['Surat Airport (STV)', 'Visakhapatnam Airport (VTZ)', 'SpiceJet']
['Surat Airport (STV)', 'Visakhapatnam Airport (VTZ)', 'Go First']
['Surat Airport (STV)', 'Bagdogra Airport (IXB)', 'IndiGo']
['Surat Airport (STV)', 'Bagdogra Airport (IXB)', 'Air India']
['Surat Airport (STV)', 'Bagdogra Airport (IXB)', 'Vistara']
['Surat Airport (STV)', 'Bagdogra Airport (IXB)', 'SpiceJet']
['Surat Airport (STV)', 'Bagdogra Airport (IXB)', 'Go First']
['Surat Airport (STV)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'IndiGo']
['Surat Airport (STV)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Air India']
['Surat Airport (STV)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Vistara']
['Surat Airport (STV)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'SpiceJet']
['Surat Airport (STV)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Go First']
['Surat Airport (STV)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'IndiGo']
['Surat Airport (STV)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Air India']
['Surat Airport (STV)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Vistara']
['Surat Airport (STV)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'SpiceJet']
['Surat Airport (STV)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Indira Gandhi International Airport (DEL)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Indira Gandhi International Airport (DEL)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Indira Gandhi International Airport (DEL)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Indira Gandhi International Airport (DEL)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Indira Gandhi International Airport (DEL)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Kempegowda International Airport (BLR)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Kempegowda International Airport (BLR)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Kempegowda International Airport (BLR)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Kempegowda International Airport (BLR)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Kempegowda International Airport (BLR)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Rajiv Gandhi International Airport (HYD)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Rajiv Gandhi International Airport (HYD)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Rajiv Gandhi International Airport (HYD)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Rajiv Gandhi International Airport (HYD)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Rajiv Gandhi International Airport (HYD)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Chennai International Airport (MAA)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Chennai International Airport (MAA)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Chennai International Airport (MAA)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Chennai International Airport (MAA)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Chennai International Airport (MAA)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Pune Airport (PNQ)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Pune Airport (PNQ)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Pune Airport (PNQ)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Pune Airport (PNQ)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Pune Airport (PNQ)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Goa International Airport (GOI)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Goa International Airport (GOI)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Goa International Airport (GOI)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Goa International Airport (GOI)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Goa International Airport (GOI)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Jaipur International Airport (JAI)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Jaipur International Airport (JAI)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Jaipur International Airport (JAI)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Jaipur International Airport (JAI)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Jaipur International Airport (JAI)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Cochin International Airport (COK)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Cochin International Airport (COK)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Cochin International Airport (COK)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Cochin International Airport (COK)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Cochin International Airport (COK)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Mangalore International Airport (IXE)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Mangalore International Airport (IXE)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Mangalore International Airport (IXE)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Mangalore International Airport (IXE)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Mangalore International Airport (IXE)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Biju Patnaik International Airport (BBI)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Biju Patnaik International Airport (BBI)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Biju Patnaik International Airport (BBI)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Biju Patnaik International Airport (BBI)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Biju Patnaik International Airport (BBI)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Trivandrum International Airport (TRV)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Trivandrum International Airport (TRV)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Trivandrum International Airport (TRV)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Trivandrum International Airport (TRV)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Trivandrum International Airport (TRV)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Surat Airport (STV)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Surat Airport (STV)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Surat Airport (STV)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Surat Airport (STV)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Surat Airport (STV)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Bagdogra Airport (IXB)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Bagdogra Airport (IXB)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Bagdogra Airport (IXB)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Bagdogra Airport (IXB)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Bagdogra Airport (IXB)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Go First']
['Visakhapatnam Airport (VTZ)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'IndiGo']
['Visakhapatnam Airport (VTZ)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Air India']
['Visakhapatnam Airport (VTZ)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Vistara']
['Visakhapatnam Airport (VTZ)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'SpiceJet']
['Visakhapatnam Airport (VTZ)', 'Sri Guru Ram Dass Jee International Airport (ATQ)', 'Go First']
['Bagdogra Airport (IXB)', 'Indira Gandhi International Airport (DEL)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Indira Gandhi International Airport (DEL)', 'Air India']
['Bagdogra Airport (IXB)', 'Indira Gandhi International Airport (DEL)', 'Vistara']
['Bagdogra Airport (IXB)', 'Indira Gandhi International Airport (DEL)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Indira Gandhi International Airport (DEL)', 'Go First']
['Bagdogra Airport (IXB)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Air India']
['Bagdogra Airport (IXB)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Vistara']
['Bagdogra Airport (IXB)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Chhatrapati Shivaji Maharaj International Airport (BOM)', 'Go First']
['Bagdogra Airport (IXB)', 'Kempegowda International Airport (BLR)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Kempegowda International Airport (BLR)', 'Air India']
['Bagdogra Airport (IXB)', 'Kempegowda International Airport (BLR)', 'Vistara']
['Bagdogra Airport (IXB)', 'Kempegowda International Airport (BLR)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Kempegowda International Airport (BLR)', 'Go First']
['Bagdogra Airport (IXB)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Air India']
['Bagdogra Airport (IXB)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Vistara']
['Bagdogra Airport (IXB)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Netaji Subhas Chandra Bose International Airport (CCU)', 'Go First']
['Bagdogra Airport (IXB)', 'Rajiv Gandhi International Airport (HYD)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Rajiv Gandhi International Airport (HYD)', 'Air India']
['Bagdogra Airport (IXB)', 'Rajiv Gandhi International Airport (HYD)', 'Vistara']
['Bagdogra Airport (IXB)', 'Rajiv Gandhi International Airport (HYD)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Rajiv Gandhi International Airport (HYD)', 'Go First']
['Bagdogra Airport (IXB)', 'Chennai International Airport (MAA)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Chennai International Airport (MAA)', 'Air India']
['Bagdogra Airport (IXB)', 'Chennai International Airport (MAA)', 'Vistara']
['Bagdogra Airport (IXB)', 'Chennai International Airport (MAA)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Chennai International Airport (MAA)', 'Go First']
['Bagdogra Airport (IXB)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Air India']
['Bagdogra Airport (IXB)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Vistara']
['Bagdogra Airport (IXB)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Sardar Vallabhbhai Patel International Airport (AMD)', 'Go First']
['Bagdogra Airport (IXB)', 'Pune Airport (PNQ)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Pune Airport (PNQ)', 'Air India']
['Bagdogra Airport (IXB)', 'Pune Airport (PNQ)', 'Vistara']
['Bagdogra Airport (IXB)', 'Pune Airport (PNQ)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Pune Airport (PNQ)', 'Go First']
['Bagdogra Airport (IXB)', 'Goa International Airport (GOI)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Goa International Airport (GOI)', 'Air India']
['Bagdogra Airport (IXB)', 'Goa International Airport (GOI)', 'Vistara']
['Bagdogra Airport (IXB)', 'Goa International Airport (GOI)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Goa International Airport (GOI)', 'Go First']
['Bagdogra Airport (IXB)', 'Jaipur International Airport (JAI)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Jaipur International Airport (JAI)', 'Air India']
['Bagdogra Airport (IXB)', 'Jaipur International Airport (JAI)', 'Vistara']
['Bagdogra Airport (IXB)', 'Jaipur International Airport (JAI)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Jaipur International Airport (JAI)', 'Go First']
['Bagdogra Airport (IXB)', 'Cochin International Airport (COK)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Cochin International Airport (COK)', 'Air India']
['Bagdogra Airport (IXB)', 'Cochin International Airport (COK)', 'Vistara']
['Bagdogra Airport (IXB)', 'Cochin International Airport (COK)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Cochin International Airport (COK)', 'Go First']
['Bagdogra Airport (IXB)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Air India']
['Bagdogra Airport (IXB)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Vistara']
['Bagdogra Airport (IXB)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Lokpriya Gopinath Bordoloi International Airport (GAU)', 'Go First']
['Bagdogra Airport (IXB)', 'Mangalore International Airport (IXE)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Mangalore International Airport (IXE)', 'Air India']
['Bagdogra Airport (IXB)', 'Mangalore International Airport (IXE)', 'Vistara']
['Bagdogra Airport (IXB)', 'Mangalore International Airport (IXE)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Mangalore International Airport (IXE)', 'Go First']
['Bagdogra Airport (IXB)', 'Biju Patnaik International Airport (BBI)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Biju Patnaik International Airport (BBI)', 'Air India']
['Bagdogra Airport (IXB)', 'Biju Patnaik International Airport (BBI)', 'Vistara']
['Bagdogra Airport (IXB)', 'Biju Patnaik International Airport (BBI)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Biju Patnaik International Airport (BBI)', 'Go First']
['Bagdogra Airport (IXB)', 'Trivandrum International Airport (TRV)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Trivandrum International Airport (TRV)', 'Air India']
['Bagdogra Airport (IXB)', 'Trivandrum International Airport (TRV)', 'Vistara']
['Bagdogra Airport (IXB)', 'Trivandrum International Airport (TRV)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Trivandrum International Airport (TRV)', 'Go First']
['Bagdogra Airport (IXB)', 'Surat Airport (STV)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Surat Airport (STV)', 'Air India']
['Bagdogra Airport (IXB)', 'Surat Airport (STV)', 'Vistara']
['Bagdogra Airport (IXB)', 'Surat Airport (STV)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Surat Airport (STV)', 'Go First']
['Bagdogra Airport (IXB)', 'Visakhapatnam Airport (VTZ)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Visakhapatnam Airport (VTZ)', 'Air India']
['Bagdogra Airport (IXB)', 'Visakhapatnam Airport (VTZ)', 'Vistara']
['Bagdogra Airport (IXB)', 'Visakhapatnam Airport (VTZ)', 'SpiceJet']
['Bagdogra Airport (IXB)', 'Visakhapatnam Airport (VTZ)', 'Go First']
['Bagdogra Airport (IXB)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'IndiGo']
['Bagdogra Airport (IXB)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Air India']
['Bagdogra Airport (IXB)', 'Devi Ahilya Bai Holkar Airport (IDR)', 'Vistara']
