['London Heathrow Airport (LHR)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Lisbon Humberto Delgado Airport (LIS)', 'Air France']
['Zurich Airport (ZRH)', 'Lisbon Humberto Delgado Airport (LIS)', 'British Airways']
['Zurich Airport (ZRH)', 'Lisbon Humberto Delgado Airport (LIS)', 'Ryanair']
['Zurich Airport (ZRH)', 'Lisbon Humberto Delgado Airport (LIS)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Athens International Airport (ATH)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Athens International Airport (ATH)', 'Air France']
['Zurich Airport (ZRH)', 'Athens International Airport (ATH)', 'British Airways']
['Zurich Airport (ZRH)', 'Athens International Airport (ATH)', 'Ryanair']
['Zurich Airport (ZRH)', 'Athens International Airport (ATH)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Warsaw Chopin Airport (WAW)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Warsaw Chopin Airport (WAW)', 'Air France']
['Zurich Airport (ZRH)', 'Warsaw Chopin Airport (WAW)', 'British Airways']
['Zurich Airport (ZRH)', 'Warsaw Chopin Airport (WAW)', 'Ryanair']
['Zurich Airport (ZRH)', 'Warsaw Chopin Airport (WAW)', 'KLM Royal Dutch Airlines']
['Zurich Airport (ZRH)', 'Prague Václav Havel Airport (PRG)', 'Lufthansa']
['Zurich Airport (ZRH)', 'Prague Václav Havel Airport (PRG)', 'Air France']
['Zurich Airport (ZRH)', 'Prague Václav Havel Airport (PRG)', 'British Airways']
['Zurich Airport (ZRH)', 'Prague Václav Havel Airport (PRG)', 'Ryanair']
['Zurich Airport (ZRH)', 'Prague Václav Havel Airport (PRG)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'London Heathrow Airport (LHR)', 'Lufthansa']
['Vienna International Airport (VIE)', 'London Heathrow Airport (LHR)', 'Air France']
['Vienna International Airport (VIE)', 'London Heathrow Airport (LHR)', 'British Airways']
['Vienna International Airport (VIE)', 'London Heathrow Airport (LHR)', 'Ryanair']
['Vienna International Airport (VIE)', 'London Heathrow Airport (LHR)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Paris Charles de Gaulle Airport (CDG)', 'Air France']
['Vienna International Airport (VIE)', 'Paris Charles de Gaulle Airport (CDG)', 'British Airways']
['Vienna International Airport (VIE)', 'Paris Charles de Gaulle Airport (CDG)', 'Ryanair']
['Vienna International Airport (VIE)', 'Paris Charles de Gaulle Airport (CDG)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Amsterdam Airport Schiphol (AMS)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Amsterdam Airport Schiphol (AMS)', 'Air France']
['Vienna International Airport (VIE)', 'Amsterdam Airport Schiphol (AMS)', 'British Airways']
['Vienna International Airport (VIE)', 'Amsterdam Airport Schiphol (AMS)', 'Ryanair']
['Vienna International Airport (VIE)', 'Amsterdam Airport Schiphol (AMS)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Frankfurt Airport (FRA)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Frankfurt Airport (FRA)', 'Air France']
['Vienna International Airport (VIE)', 'Frankfurt Airport (FRA)', 'British Airways']
['Vienna International Airport (VIE)', 'Frankfurt Airport (FRA)', 'Ryanair']
['Vienna International Airport (VIE)', 'Frankfurt Airport (FRA)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Air France']
['Vienna International Airport (VIE)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'British Airways']
['Vienna International Airport (VIE)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Ryanair']
['Vienna International Airport (VIE)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Barcelona-El Prat Airport (BCN)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Barcelona-El Prat Airport (BCN)', 'Air France']
['Vienna International Airport (VIE)', 'Barcelona-El Prat Airport (BCN)', 'British Airways']
['Vienna International Airport (VIE)', 'Barcelona-El Prat Airport (BCN)', 'Ryanair']
['Vienna International Airport (VIE)', 'Barcelona-El Prat Airport (BCN)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Munich Airport (MUC)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Munich Airport (MUC)', 'Air France']
['Vienna International Airport (VIE)', 'Munich Airport (MUC)', 'British Airways']
['Vienna International Airport (VIE)', 'Munich Airport (MUC)', 'Ryanair']
['Vienna International Airport (VIE)', 'Munich Airport (MUC)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Air France']
['Vienna International Airport (VIE)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'British Airways']
['Vienna International Airport (VIE)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Ryanair']
['Vienna International Airport (VIE)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Zurich Airport (ZRH)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Zurich Airport (ZRH)', 'Air France']
['Vienna International Airport (VIE)', 'Zurich Airport (ZRH)', 'British Airways']
['Vienna International Airport (VIE)', 'Zurich Airport (ZRH)', 'Ryanair']
['Vienna International Airport (VIE)', 'Zurich Airport (ZRH)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Istanbul Airport (IST)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Istanbul Airport (IST)', 'Air France']
['Vienna International Airport (VIE)', 'Istanbul Airport (IST)', 'British Airways']
['Vienna International Airport (VIE)', 'Istanbul Airport (IST)', 'Ryanair']
['Vienna International Airport (VIE)', 'Istanbul Airport (IST)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Copenhagen Airport (CPH)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Copenhagen Airport (CPH)', 'Air France']
['Vienna International Airport (VIE)', 'Copenhagen Airport (CPH)', 'British Airways']
['Vienna International Airport (VIE)', 'Copenhagen Airport (CPH)', 'Ryanair']
['Vienna International Airport (VIE)', 'Copenhagen Airport (CPH)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Oslo Gardermoen Airport (OSL)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Oslo Gardermoen Airport (OSL)', 'Air France']
['Vienna International Airport (VIE)', 'Oslo Gardermoen Airport (OSL)', 'British Airways']
['Vienna International Airport (VIE)', 'Oslo Gardermoen Airport (OSL)', 'Ryanair']
['Vienna International Airport (VIE)', 'Oslo Gardermoen Airport (OSL)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Stockholm Arlanda Airport (ARN)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Stockholm Arlanda Airport (ARN)', 'Air France']
['Vienna International Airport (VIE)', 'Stockholm Arlanda Airport (ARN)', 'British Airways']
['Vienna International Airport (VIE)', 'Stockholm Arlanda Airport (ARN)', 'Ryanair']
['Vienna International Airport (VIE)', 'Stockholm Arlanda Airport (ARN)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Dublin Airport (DUB)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Dublin Airport (DUB)', 'Air France']
['Vienna International Airport (VIE)', 'Dublin Airport (DUB)', 'British Airways']
['Vienna International Airport (VIE)', 'Dublin Airport (DUB)', 'Ryanair']
['Vienna International Airport (VIE)', 'Dublin Airport (DUB)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Brussels Airport (BRU)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Brussels Airport (BRU)', 'Air France']
['Vienna International Airport (VIE)', 'Brussels Airport (BRU)', 'British Airways']
['Vienna International Airport (VIE)', 'Brussels Airport (BRU)', 'Ryanair']
['Vienna International Airport (VIE)', 'Brussels Airport (BRU)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Lisbon Humberto Delgado Airport (LIS)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Lisbon Humberto Delgado Airport (LIS)', 'Air France']
['Vienna International Airport (VIE)', 'Lisbon Humberto Delgado Airport (LIS)', 'British Airways']
['Vienna International Airport (VIE)', 'Lisbon Humberto Delgado Airport (LIS)', 'Ryanair']
['Vienna International Airport (VIE)', 'Lisbon Humberto Delgado Airport (LIS)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Athens International Airport (ATH)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Athens International Airport (ATH)', 'Air France']
['Vienna International Airport (VIE)', 'Athens International Airport (ATH)', 'British Airways']
['Vienna International Airport (VIE)', 'Athens International Airport (ATH)', 'Ryanair']
['Vienna International Airport (VIE)', 'Athens International Airport (ATH)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Warsaw Chopin Airport (WAW)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Warsaw Chopin Airport (WAW)', 'Air France']
['Vienna International Airport (VIE)', 'Warsaw Chopin Airport (WAW)', 'British Airways']
['Vienna International Airport (VIE)', 'Warsaw Chopin Airport (WAW)', 'Ryanair']
['Vienna International Airport (VIE)', 'Warsaw Chopin Airport (WAW)', 'KLM Royal Dutch Airlines']
['Vienna International Airport (VIE)', 'Prague Václav Havel Airport (PRG)', 'Lufthansa']
['Vienna International Airport (VIE)', 'Prague Václav Havel Airport (PRG)', 'Air France']
['Vienna International Airport (VIE)', 'Prague Václav Havel Airport (PRG)', 'British Airways']
['Vienna International Airport (VIE)', 'Prague Václav Havel Airport (PRG)', 'Ryanair']
['Vienna International Airport (VIE)', 'Prague Václav Havel Airport (PRG)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'London Heathrow Airport (LHR)', 'Lufthansa']
['Istanbul Airport (IST)', 'London Heathrow Airport (LHR)', 'Air France']
['Istanbul Airport (IST)', 'London Heathrow Airport (LHR)', 'British Airways']
['Istanbul Airport (IST)', 'London Heathrow Airport (LHR)', 'Ryanair']
['Istanbul Airport (IST)', 'London Heathrow Airport (LHR)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Istanbul Airport (IST)', 'Paris Charles de Gaulle Airport (CDG)', 'Air France']
['Istanbul Airport (IST)', 'Paris Charles de Gaulle Airport (CDG)', 'British Airways']
['Istanbul Airport (IST)', 'Paris Charles de Gaulle Airport (CDG)', 'Ryanair']
['Istanbul Airport (IST)', 'Paris Charles de Gaulle Airport (CDG)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Amsterdam Airport Schiphol (AMS)', 'Lufthansa']
['Istanbul Airport (IST)', 'Amsterdam Airport Schiphol (AMS)', 'Air France']
['Istanbul Airport (IST)', 'Amsterdam Airport Schiphol (AMS)', 'British Airways']
['Istanbul Airport (IST)', 'Amsterdam Airport Schiphol (AMS)', 'Ryanair']
['Istanbul Airport (IST)', 'Amsterdam Airport Schiphol (AMS)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Frankfurt Airport (FRA)', 'Lufthansa']
['Istanbul Airport (IST)', 'Frankfurt Airport (FRA)', 'Air France']
['Istanbul Airport (IST)', 'Frankfurt Airport (FRA)', 'British Airways']
['Istanbul Airport (IST)', 'Frankfurt Airport (FRA)', 'Ryanair']
['Istanbul Airport (IST)', 'Frankfurt Airport (FRA)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Lufthansa']
['Istanbul Airport (IST)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Air France']
['Istanbul Airport (IST)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'British Airways']
['Istanbul Airport (IST)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Ryanair']
['Istanbul Airport (IST)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Barcelona-El Prat Airport (BCN)', 'Lufthansa']
['Istanbul Airport (IST)', 'Barcelona-El Prat Airport (BCN)', 'Air France']
['Istanbul Airport (IST)', 'Barcelona-El Prat Airport (BCN)', 'British Airways']
['Istanbul Airport (IST)', 'Barcelona-El Prat Airport (BCN)', 'Ryanair']
['Istanbul Airport (IST)', 'Barcelona-El Prat Airport (BCN)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Munich Airport (MUC)', 'Lufthansa']
['Istanbul Airport (IST)', 'Munich Airport (MUC)', 'Air France']
['Istanbul Airport (IST)', 'Munich Airport (MUC)', 'British Airways']
['Istanbul Airport (IST)', 'Munich Airport (MUC)', 'Ryanair']
['Istanbul Airport (IST)', 'Munich Airport (MUC)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lufthansa']
['Istanbul Airport (IST)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Air France']
['Istanbul Airport (IST)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'British Airways']
['Istanbul Airport (IST)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Ryanair']
['Istanbul Airport (IST)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Zurich Airport (ZRH)', 'Lufthansa']
['Istanbul Airport (IST)', 'Zurich Airport (ZRH)', 'Air France']
['Istanbul Airport (IST)', 'Zurich Airport (ZRH)', 'British Airways']
['Istanbul Airport (IST)', 'Zurich Airport (ZRH)', 'Ryanair']
['Istanbul Airport (IST)', 'Zurich Airport (ZRH)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Vienna International Airport (VIE)', 'Lufthansa']
['Istanbul Airport (IST)', 'Vienna International Airport (VIE)', 'Air France']
['Istanbul Airport (IST)', 'Vienna International Airport (VIE)', 'British Airways']
['Istanbul Airport (IST)', 'Vienna International Airport (VIE)', 'Ryanair']
['Istanbul Airport (IST)', 'Vienna International Airport (VIE)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Copenhagen Airport (CPH)', 'Lufthansa']
['Istanbul Airport (IST)', 'Copenhagen Airport (CPH)', 'Air France']
['Istanbul Airport (IST)', 'Copenhagen Airport (CPH)', 'British Airways']
['Istanbul Airport (IST)', 'Copenhagen Airport (CPH)', 'Ryanair']
['Istanbul Airport (IST)', 'Copenhagen Airport (CPH)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Oslo Gardermoen Airport (OSL)', 'Lufthansa']
['Istanbul Airport (IST)', 'Oslo Gardermoen Airport (OSL)', 'Air France']
['Istanbul Airport (IST)', 'Oslo Gardermoen Airport (OSL)', 'British Airways']
['Istanbul Airport (IST)', 'Oslo Gardermoen Airport (OSL)', 'Ryanair']
['Istanbul Airport (IST)', 'Oslo Gardermoen Airport (OSL)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Stockholm Arlanda Airport (ARN)', 'Lufthansa']
['Istanbul Airport (IST)', 'Stockholm Arlanda Airport (ARN)', 'Air France']
['Istanbul Airport (IST)', 'Stockholm Arlanda Airport (ARN)', 'British Airways']
['Istanbul Airport (IST)', 'Stockholm Arlanda Airport (ARN)', 'Ryanair']
['Istanbul Airport (IST)', 'Stockholm Arlanda Airport (ARN)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Dublin Airport (DUB)', 'Lufthansa']
['Istanbul Airport (IST)', 'Dublin Airport (DUB)', 'Air France']
['Istanbul Airport (IST)', 'Dublin Airport (DUB)', 'British Airways']
['Istanbul Airport (IST)', 'Dublin Airport (DUB)', 'Ryanair']
['Istanbul Airport (IST)', 'Dublin Airport (DUB)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Brussels Airport (BRU)', 'Lufthansa']
['Istanbul Airport (IST)', 'Brussels Airport (BRU)', 'Air France']
['Istanbul Airport (IST)', 'Brussels Airport (BRU)', 'British Airways']
['Istanbul Airport (IST)', 'Brussels Airport (BRU)', 'Ryanair']
['Istanbul Airport (IST)', 'Brussels Airport (BRU)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Lisbon Humberto Delgado Airport (LIS)', 'Lufthansa']
['Istanbul Airport (IST)', 'Lisbon Humberto Delgado Airport (LIS)', 'Air France']
['Istanbul Airport (IST)', 'Lisbon Humberto Delgado Airport (LIS)', 'British Airways']
['Istanbul Airport (IST)', 'Lisbon Humberto Delgado Airport (LIS)', 'Ryanair']
['Istanbul Airport (IST)', 'Lisbon Humberto Delgado Airport (LIS)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Athens International Airport (ATH)', 'Lufthansa']
['Istanbul Airport (IST)', 'Athens International Airport (ATH)', 'Air France']
['Istanbul Airport (IST)', 'Athens International Airport (ATH)', 'British Airways']
['Istanbul Airport (IST)', 'Athens International Airport (ATH)', 'Ryanair']
['Istanbul Airport (IST)', 'Athens International Airport (ATH)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Warsaw Chopin Airport (WAW)', 'Lufthansa']
['Istanbul Airport (IST)', 'Warsaw Chopin Airport (WAW)', 'Air France']
['Istanbul Airport (IST)', 'Warsaw Chopin Airport (WAW)', 'British Airways']
['Istanbul Airport (IST)', 'Warsaw Chopin Airport (WAW)', 'Ryanair']
['Istanbul Airport (IST)', 'Warsaw Chopin Airport (WAW)', 'KLM Royal Dutch Airlines']
['Istanbul Airport (IST)', 'Prague Václav Havel Airport (PRG)', 'Lufthansa']
['Istanbul Airport (IST)', 'Prague Václav Havel Airport (PRG)', 'Air France']
['Istanbul Airport (IST)', 'Prague Václav Havel Airport (PRG)', 'British Airways']
['Istanbul Airport (IST)', 'Prague Václav Havel Airport (PRG)', 'Ryanair']
['Istanbul Airport (IST)', 'Prague Václav Havel Airport (PRG)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'London Heathrow Airport (LHR)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'London Heathrow Airport (LHR)', 'Air France']
['Copenhagen Airport (CPH)', 'London Heathrow Airport (LHR)', 'British Airways']
['Copenhagen Airport (CPH)', 'London Heathrow Airport (LHR)', 'Ryanair']
['Copenhagen Airport (CPH)', 'London Heathrow Airport (LHR)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Paris Charles de Gaulle Airport (CDG)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Paris Charles de Gaulle Airport (CDG)', 'Air France']
['Copenhagen Airport (CPH)', 'Paris Charles de Gaulle Airport (CDG)', 'British Airways']
['Copenhagen Airport (CPH)', 'Paris Charles de Gaulle Airport (CDG)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Paris Charles de Gaulle Airport (CDG)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Amsterdam Airport Schiphol (AMS)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Amsterdam Airport Schiphol (AMS)', 'Air France']
['Copenhagen Airport (CPH)', 'Amsterdam Airport Schiphol (AMS)', 'British Airways']
['Copenhagen Airport (CPH)', 'Amsterdam Airport Schiphol (AMS)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Amsterdam Airport Schiphol (AMS)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Frankfurt Airport (FRA)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Frankfurt Airport (FRA)', 'Air France']
['Copenhagen Airport (CPH)', 'Frankfurt Airport (FRA)', 'British Airways']
['Copenhagen Airport (CPH)', 'Frankfurt Airport (FRA)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Frankfurt Airport (FRA)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Air France']
['Copenhagen Airport (CPH)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'British Airways']
['Copenhagen Airport (CPH)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Madrid-Barajas Adolfo Suárez Airport (MAD)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Barcelona-El Prat Airport (BCN)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Barcelona-El Prat Airport (BCN)', 'Air France']
['Copenhagen Airport (CPH)', 'Barcelona-El Prat Airport (BCN)', 'British Airways']
['Copenhagen Airport (CPH)', 'Barcelona-El Prat Airport (BCN)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Barcelona-El Prat Airport (BCN)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Munich Airport (MUC)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Munich Airport (MUC)', 'Air France']
['Copenhagen Airport (CPH)', 'Munich Airport (MUC)', 'British Airways']
['Copenhagen Airport (CPH)', 'Munich Airport (MUC)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Munich Airport (MUC)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Air France']
['Copenhagen Airport (CPH)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'British Airways']
['Copenhagen Airport (CPH)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Rome Leonardo da Vinci–Fiumicino Airport (FCO)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Zurich Airport (ZRH)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Zurich Airport (ZRH)', 'Air France']
['Copenhagen Airport (CPH)', 'Zurich Airport (ZRH)', 'British Airways']
['Copenhagen Airport (CPH)', 'Zurich Airport (ZRH)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Zurich Airport (ZRH)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Vienna International Airport (VIE)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Vienna International Airport (VIE)', 'Air France']
['Copenhagen Airport (CPH)', 'Vienna International Airport (VIE)', 'British Airways']
['Copenhagen Airport (CPH)', 'Vienna International Airport (VIE)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Vienna International Airport (VIE)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Istanbul Airport (IST)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Istanbul Airport (IST)', 'Air France']
['Copenhagen Airport (CPH)', 'Istanbul Airport (IST)', 'British Airways']
['Copenhagen Airport (CPH)', 'Istanbul Airport (IST)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Istanbul Airport (IST)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Oslo Gardermoen Airport (OSL)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Oslo Gardermoen Airport (OSL)', 'Air France']
['Copenhagen Airport (CPH)', 'Oslo Gardermoen Airport (OSL)', 'British Airways']
['Copenhagen Airport (CPH)', 'Oslo Gardermoen Airport (OSL)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Oslo Gardermoen Airport (OSL)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Stockholm Arlanda Airport (ARN)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Stockholm Arlanda Airport (ARN)', 'Air France']
['Copenhagen Airport (CPH)', 'Stockholm Arlanda Airport (ARN)', 'British Airways']
['Copenhagen Airport (CPH)', 'Stockholm Arlanda Airport (ARN)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Stockholm Arlanda Airport (ARN)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Dublin Airport (DUB)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Dublin Airport (DUB)', 'Air France']
['Copenhagen Airport (CPH)', 'Dublin Airport (DUB)', 'British Airways']
['Copenhagen Airport (CPH)', 'Dublin Airport (DUB)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Dublin Airport (DUB)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Brussels Airport (BRU)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Brussels Airport (BRU)', 'Air France']
['Copenhagen Airport (CPH)', 'Brussels Airport (BRU)', 'British Airways']
['Copenhagen Airport (CPH)', 'Brussels Airport (BRU)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Brussels Airport (BRU)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Lisbon Humberto Delgado Airport (LIS)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Lisbon Humberto Delgado Airport (LIS)', 'Air France']
['Copenhagen Airport (CPH)', 'Lisbon Humberto Delgado Airport (LIS)', 'British Airways']
['Copenhagen Airport (CPH)', 'Lisbon Humberto Delgado Airport (LIS)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Lisbon Humberto Delgado Airport (LIS)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Athens International Airport (ATH)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Athens International Airport (ATH)', 'Air France']
['Copenhagen Airport (CPH)', 'Athens International Airport (ATH)', 'British Airways']
['Copenhagen Airport (CPH)', 'Athens International Airport (ATH)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Athens International Airport (ATH)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Warsaw Chopin Airport (WAW)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Warsaw Chopin Airport (WAW)', 'Air France']
['Copenhagen Airport (CPH)', 'Warsaw Chopin Airport (WAW)', 'British Airways']
['Copenhagen Airport (CPH)', 'Warsaw Chopin Airport (WAW)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Warsaw Chopin Airport (WAW)', 'KLM Royal Dutch Airlines']
['Copenhagen Airport (CPH)', 'Prague Václav Havel Airport (PRG)', 'Lufthansa']
['Copenhagen Airport (CPH)', 'Prague Václav Havel Airport (PRG)', 'Air France']
['Copenhagen Airport (CPH)', 'Prague Václav Havel Airport (PRG)', 'British Airways']
['Copenhagen Airport (CPH)', 'Prague Václav Havel Airport (PRG)', 'Ryanair']
['Copenhagen Airport (CPH)', 'Prague Václav Havel Airport (PRG)', 'KLM Royal Dutch Airlines']
['Oslo Gardermoen Airport (OSL)', 'London Heathrow Airport (LHR)', 'Lufthansa']
['Oslo Gardermoen Airport (OSL)', 'London Heathrow Airport (LHR)', 'Air France']
['Oslo Gardermoen Airport (OSL)', 'London Heathrow Airport (LHR)', 'British Airways']
['Oslo Gardermoen Airport (OSL)', 'London Heathrow Airport (LHR)', 'Ryanair']
['Oslo Gardermoen Airport (OSL)', 'London Heathrow Airport (LHR)', 'KLM Royal Dutch Airlines']
